WWTP name,Latitude,Longitude,Capacity (p.e),N kg/per year,country,province,nuts2_id,country_code,P kg/per year
CLARENSAC,43.81493358,4.217397672,9500,41040,France,Languedoc-Roussillon,FRJ1,FR,6840
CODOGNAN,43.71465319,4.214695322,16500,71280,France,Languedoc-Roussillon,FRJ1,FR,11880
CONNAUX,44.09962399,4.604236736,7000,30240,France,Languedoc-Roussillon,FRJ1,FR,5040
FOURQUES,43.69764218,4.597892647,3500,15120,France,Provence-Alpes-Côte d’Azur,FRL0,FR,2520
GAJAN,43.90657766,4.2186799,3500,15120,France,Languedoc-Roussillon,FRJ1,FR,2520
GALLARGUES LE MONTUEUX,43.71095784,4.169184831,5000,21600,France,Languedoc-Roussillon,FRJ1,FR,3600
GARONS,43.75252891,4.444271411,7000,30240,France,Languedoc-Roussillon,FRJ1,FR,5040
LA GRAND-COMBE,44.18848237,4.046402542,9900,42768,France,Languedoc-Roussillon,FRJ1,FR,7128
JONQUIERES-SAINT-VINCENT,43.8241451,4.569889046,3500,15120,France,Languedoc-Roussillon,FRJ1,FR,2520
LASALLE,44.04017175,3.864549884,3000,12960,France,Languedoc-Roussillon,FRJ1,FR,2160
LAUDUN VILLAGE,44.10634429,4.673742191,3600,15552,France,Languedoc-Roussillon,FRJ1,FR,2592
LES MAGES,44.21706181,4.172960461,3500,15120,France,Languedoc-Roussillon,FRJ1,FR,2520
MANDUEL,43.82294355,4.463429565,9000,38880,France,Languedoc-Roussillon,FRJ1,FR,6480
MARGUERITTES,43.85598757,4.451762806,15000,64800,France,Languedoc-Roussillon,FRJ1,FR,10800
MEYNES,43.88184828,4.571251391,3000,12960,France,Languedoc-Roussillon,FRJ1,FR,2160
MILHAUD,43.78249847,4.318680172,7000,30240,France,Languedoc-Roussillon,FRJ1,FR,5040
MONTAREN-ET-SAINT-MEDIERS NOUVELLE,44.0121144,4.385582799,2694,11638.08,France,Languedoc-Roussillon,FRJ1,FR,1939.68
MONTFRIN,43.8706746,4.590129775,5000,21600,France,Languedoc-Roussillon,FRJ1,FR,3600
NAGES-ET-SOLORGUES,43.78876736,4.217710391,2600,11232,France,Languedoc-Roussillon,FRJ1,FR,1872
PONT ST ESPRIT,44.24702603,4.658640626,9200,39744,France,Provence-Alpes-Côte d’Azur,FRL0,FR,6624
POULX,43.91345347,4.405997853,5000,21600,France,Languedoc-Roussillon,FRJ1,FR,3600
PUJAUT,43.99654021,4.774518098,4000,17280,France,Provence-Alpes-Côte d’Azur,FRL0,FR,2880
QUISSAC,43.91068807,4.004024573,3500,15120,France,Languedoc-Roussillon,FRJ1,FR,2520
REDESSAN,43.8301089,4.485992392,5000,21600,France,Languedoc-Roussillon,FRJ1,FR,3600
NOUVELLE STEU DE REMOULINS,43.93393721,4.56630848,6000,25920,France,Languedoc-Roussillon,FRJ1,FR,4320
ROCHEFORT-DU-GARD,43.97758884,4.720000239,7000,30240,France,Languedoc-Roussillon,FRJ1,FR,5040
ROQUEMAURE-MONTFAUCON,44.04872208,4.786965933,7500,32400,France,Provence-Alpes-Côte d’Azur,FRL0,FR,5400
ROUSSON      LE SAUT DU LOUP,44.17917022,4.151976991,3000,12960,France,Languedoc-Roussillon,FRJ1,FR,2160
SAINT-AMBROIX-GARD,44.23550253,4.210691692,6500,28080,France,Languedoc-Roussillon,FRJ1,FR,4680
SAINT CHAPTES,43.96653424,4.285200398,2000,8640,France,Languedoc-Roussillon,FRJ1,FR,1440
SAINT-CHRISTOL- LEZ-ALES,44.05866344,4.094480996,8500,36720,France,Languedoc-Roussillon,FRJ1,FR,6120
SAINT- GENIES- DE- COMOLAS,44.07642394,4.723998614,9000,38880,France,Provence-Alpes-Côte d’Azur,FRL0,FR,6480
SAINT GENIES DE MALGOIRES,43.9463045,4.226081305,3000,12960,France,Languedoc-Roussillon,FRJ1,FR,2160
SAINT- GERVASY,43.86939081,4.473166922,4600,19872,France,Languedoc-Roussillon,FRJ1,FR,3312
SAINT-GILLES-NOUVELLE,43.65395986,4.419254671,24000,103680,France,Languedoc-Roussillon,FRJ1,FR,17280
SAINT HIPPOLYTE DU FORT,43.95595684,3.875582947,6000,25920,France,Languedoc-Roussillon,FRJ1,FR,4320
SAINT-JEAN-DU-GARD,44.09736332,3.908971425,5000,21600,France,Languedoc-Roussillon,FRJ1,FR,3600
SAINT-PRIVAT-DES-VIEUX,44.14439887,4.131896177,3000,12960,France,Languedoc-Roussillon,FRJ1,FR,2160
SAINT-QENTIN-LA-POTERIE,44.03691548,4.434326005,3000,12960,France,Languedoc-Roussillon,FRJ1,FR,2160
SALINDRES,44.16352055,4.156699344,5000,21600,France,Languedoc-Roussillon,FRJ1,FR,3600
SAUVETERRE-30,44.01725355,4.815170147,3000,12960,France,Provence-Alpes-Côte d’Azur,FRL0,FR,2160
SAZE,43.95109982,4.69384517,3000,12960,France,Languedoc-Roussillon,FRJ1,FR,2160
SOMMIERES-LES-ROQUETS,43.77182715,4.076935405,17000,73440,France,Languedoc-Roussillon,FRJ1,FR,12240
TAVEL,44.00869143,4.710773827,3800,16416,France,Languedoc-Roussillon,FRJ1,FR,2736
THEZIERS NOUVELLE,43.89161935,4.616540139,2000,8640,France,Languedoc-Roussillon,FRJ1,FR,1440
UCHAUD,43.74466057,4.278121134,6000,25920,France,Languedoc-Roussillon,FRJ1,FR,4320
UZES,43.99770427,4.417814835,29000,125280,France,Languedoc-Roussillon,FRJ1,FR,20880
VAUVERT,43.69599314,4.248482948,15000,64800,France,Languedoc-Roussillon,FRJ1,FR,10800
VESTRIC-ET-CANDIAC,43.73403473,4.262456344,1400,6048,France,Languedoc-Roussillon,FRJ1,FR,1008
LE VIGAN (GARD),43.99337062,3.64064364,15000,64800,France,Languedoc-Roussillon,FRJ1,FR,10800
RODILHAN,43.82512251,4.421863675,5500,23760,France,Languedoc-Roussillon,FRJ1,FR,3960
ABEILHAN,43.45004947,3.301506568,2000,8640,France,Languedoc-Roussillon,FRJ1,FR,1440
ANIANE,43.68627036,3.579277758,3900,16848,France,Languedoc-Roussillon,FRJ1,FR,2808
BAILLARGUES - ST BRES,43.65062747,4.024702701,20000,86400,France,Languedoc-Roussillon,FRJ1,FR,14400
BEDARIEUX (NOUVELLE),43.59523176,3.140772375,9500,41040,France,Languedoc-Roussillon,FRJ1,FR,6840
BESSAN,43.35563308,3.429081995,9500,41040,France,Languedoc-Roussillon,FRJ1,FR,6840
BEZIERS,43.32070551,3.234086941,219400,947808,France,Languedoc-Roussillon,FRJ1,FR,157968
BOUJAN SUR LIBRON,43.37610673,3.256314006,5000,21600,France,Languedoc-Roussillon,FRJ1,FR,3600
LE BOUSQUET D'ORB - LUNAS,43.68905188,3.178339994,3100,13392,France,Languedoc-Roussillon,FRJ1,FR,2232
CANDILLARGUES - BOURG,43.62485807,4.078375409,2500,10800,France,Languedoc-Roussillon,FRJ1,FR,1800
CANET HERAULT,43.59486064,3.487150588,5600,24192,France,Languedoc-Roussillon,FRJ1,FR,4032
CAPESTANG-BOURG,43.32237416,3.036101564,6000,25920,France,Languedoc-Roussillon,FRJ1,FR,4320
CASTELNAU DE GUERS,43.43480292,3.433326667,3400,14688,France,Languedoc-Roussillon,FRJ1,FR,2448
CAZOULS LES BEZIERS,43.39443471,3.112005594,5000,21600,France,Languedoc-Roussillon,FRJ1,FR,3600
CLERMONT-L'HERAULT,43.63137033,3.446097308,22033,95182.56,France,Languedoc-Roussillon,FRJ1,FR,15863.76
COLOMBIERS,43.30953956,3.127879545,5000,21600,France,Languedoc-Roussillon,FRJ1,FR,3600
COMBAILLAUX-LES SAJOLLES,43.6725696,3.787770307,2200,9504,France,Languedoc-Roussillon,FRJ1,FR,1584
COURNONTERRAL,43.55945083,3.730219204,15000,64800,France,Languedoc-Roussillon,FRJ1,FR,10800
CREISSAN - BOURG,43.36813251,3.016153793,2000,8640,France,Languedoc-Roussillon,FRJ1,FR,1440
FABREGUES,43.55716687,3.799004974,30517,131833.44,France,Languedoc-Roussillon,FRJ1,FR,21972.24
FLORENSAC - BOURG,43.37964764,3.465250941,8500,36720,France,Languedoc-Roussillon,FRJ1,FR,6120
FRONTIGNAN,43.45372696,3.81053586,8800,38016,France,Languedoc-Roussillon,FRJ1,FR,6336
GANGES,43.93026822,3.708252854,5400,23328,France,Languedoc-Roussillon,FRJ1,FR,3888
GIGNAC - BOURG,43.65056254,3.539546978,8165,35272.8,France,Languedoc-Roussillon,FRJ1,FR,5878.8
HEREPIAN - VILLEMAGNE,43.59013861,3.110035559,2800,12096,France,Languedoc-Roussillon,FRJ1,FR,2016
LAMALOU LES BAINS,43.58663056,3.077622984,5717,24697.44,France,Languedoc-Roussillon,FRJ1,FR,4116.24
LANSARGUES,43.64480196,4.075367544,4800,20736,France,Languedoc-Roussillon,FRJ1,FR,3456
LAURENS,43.51468089,3.191904638,1800,7776,France,Languedoc-Roussillon,FRJ1,FR,1296
LAVERUNE-BOURG,43.57616386,3.803551645,5000,21600,France,Languedoc-Roussillon,FRJ1,FR,3600
LESPIGNAN,43.26726301,3.159630803,4500,19440,France,Languedoc-Roussillon,FRJ1,FR,3240
LIEURAN-BASSAN,43.40852482,3.234579788,4500,19440,France,Languedoc-Roussillon,FRJ1,FR,3240
LODEVE,43.6998355,3.330665237,13300,57456,France,Languedoc-Roussillon,FRJ1,FR,9576
LUNEL,43.66320488,4.130353617,33000,142560,France,Languedoc-Roussillon,FRJ1,FR,23760
LUNEL VIEL,43.66606823,4.089625717,6000,25920,France,Languedoc-Roussillon,FRJ1,FR,4320
MAGALAS - BOURG,43.47175558,3.216171717,3500,15120,France,Languedoc-Roussillon,FRJ1,FR,2520
MARAUSSAN,43.37026067,3.168449719,5000,21600,France,Languedoc-Roussillon,FRJ1,FR,3600
LES MATELLES,43.73102907,3.826102335,2500,10800,France,Languedoc-Roussillon,FRJ1,FR,1800
MAUGUIO BOURG,43.60042184,4.017330313,24000,103680,France,Languedoc-Roussillon,FRJ1,FR,17280
MAUREILHAN,43.36028912,3.116735379,3500,15120,France,Languedoc-Roussillon,FRJ1,FR,2520
MEZE,43.42116127,3.585101618,26920,116294.4,France,Languedoc-Roussillon,FRJ1,FR,19382.4
MIREVAL,43.50506437,3.808317914,4000,17280,France,Languedoc-Roussillon,FRJ1,FR,2880
MONTADY,43.33238506,3.131122018,5500,23760,France,Languedoc-Roussillon,FRJ1,FR,3960
MONTAGNAC-BOURG,43.47952966,3.471347203,5000,21600,France,Languedoc-Roussillon,FRJ1,FR,3600
MONTARNAUD-NOUV,43.64927478,3.710383359,6117,26425.44,France,Languedoc-Roussillon,FRJ1,FR,4404.24
MONTBAZIN -LAGUNE-,43.50431266,3.696144358,4500,19440,France,Languedoc-Roussillon,FRJ1,FR,3240
MONTBLANC VALROS,43.40846889,3.367899528,7000,30240,France,Languedoc-Roussillon,FRJ1,FR,5040
MURVIEL LES BEZIERS,43.43346125,3.142672852,4000,17280,France,Languedoc-Roussillon,FRJ1,FR,2880
MURVIEL LES MONTPELLIER,43.60467045,3.757082798,3000,12960,France,Languedoc-Roussillon,FRJ1,FR,2160
NEZIGNAN L'EVEQUE,43.42220289,3.413816417,2150,9288,France,Languedoc-Roussillon,FRJ1,FR,1548
NISSAN-UNISOURCE,43.29075481,3.113355915,23333,100798.56,France,Languedoc-Roussillon,FRJ1,FR,16799.76
OLONZAC,43.27455723,2.734595923,2500,10800,France,Languedoc-Roussillon,FRJ1,FR,1800
PAULHAN,43.53231465,3.469640871,3667,15841.44,France,Languedoc-Roussillon,FRJ1,FR,2640.24
PEZENAS,43.44867242,3.422823703,31850,137592,France,Languedoc-Roussillon,FRJ1,FR,22932
PINET - POMEROLS,43.39230838,3.525592659,7000,30240,France,Languedoc-Roussillon,FRJ1,FR,5040
PLAISSAN,43.55258804,3.526069943,1700,7344,France,Languedoc-Roussillon,FRJ1,FR,1224
PORTIRAGNES,43.28581758,3.345703856,30000,129600,France,Languedoc-Roussillon,FRJ1,FR,21600
LE POUGET - BOURG,43.59907936,3.512839872,3000,12960,France,Languedoc-Roussillon,FRJ1,FR,2160
PUISSERGUIER - BOURG,43.3588396,3.046838446,4500,19440,France,Languedoc-Roussillon,FRJ1,FR,3240
QUARANTE - BOURG,43.34884566,2.954710553,3300,14256,France,Languedoc-Roussillon,FRJ1,FR,2376
BEAULIEU-RESTINCLIERES,43.72031179,4.047738187,5200,22464,France,Languedoc-Roussillon,FRJ1,FR,3744
ROUJAN,43.49869509,3.317495051,2500,10800,France,Languedoc-Roussillon,FRJ1,FR,1800
ST ANDRE DE SANGONIS,43.646515,3.518877391,8000,34560,France,Languedoc-Roussillon,FRJ1,FR,5760
ST BAUZILLE DE PUTOIS,43.88656025,3.738882059,3000,12960,France,Languedoc-Roussillon,FRJ1,FR,2160
ST CHINIAN-BOURG,43.42866207,2.958400348,3000,12960,France,Languedoc-Roussillon,FRJ1,FR,2160
SAINT-CHRISTOL,43.73491992,4.077916688,2500,10800,France,Languedoc-Roussillon,FRJ1,FR,1800
ST CLEMENT(ROUARGUES),43.68142893,3.857365013,8500,36720,France,Languedoc-Roussillon,FRJ1,FR,6120
SAINT-DREZERY,43.73272959,3.994102957,4000,17280,France,Languedoc-Roussillon,FRJ1,FR,2880
SAINT-FELIX-DE-LODEZ - BOURG,43.65666672,3.462641059,2000,8640,France,Languedoc-Roussillon,FRJ1,FR,1440
SAINT GELY DU FESC,43.67585881,3.801899631,15000,64800,France,Languedoc-Roussillon,FRJ1,FR,10800
ST GENIES DES MOURGUES-SUSSARGUES,43.69108599,4.033288996,7200,31104,France,Languedoc-Roussillon,FRJ1,FR,5184
SAINT-GENIES-DE-FONTEDIT,43.46032212,3.175506497,2850,12312,France,Languedoc-Roussillon,FRJ1,FR,2052
SAINT-GEORGES-D'ORQUES_NOUV,43.60226137,3.782149418,9200,39744,France,Languedoc-Roussillon,FRJ1,FR,6624
MAERA (EX CEREIREDE),43.58235711,3.906114896,466667,2016001.44,France,Languedoc-Roussillon,FRJ1,FR,336000.24
SAINT MARTIN DE LONDRES,43.79512704,3.738707225,4300,18576,France,Languedoc-Roussillon,FRJ1,FR,3096
SAINT-MATHIEU-DE-TREVIERS,43.7607658,3.869529823,9300,40176,France,Languedoc-Roussillon,FRJ1,FR,6696
ST PARGOIRE,43.5238803,3.516051244,4500,19440,France,Languedoc-Roussillon,FRJ1,FR,3240
RIOLS-ST PONS,43.51126165,2.797994753,5300,22896,France,Languedoc-Roussillon,FRJ1,FR,3816
SAINT SERIES SATURARGUES,43.73202419,4.118755489,2500,10800,France,Languedoc-Roussillon,FRJ1,FR,1800
SAINT THIBERY-BOURG,43.3943322,3.427569185,4000,17280,France,Languedoc-Roussillon,FRJ1,FR,2880
SÉRIGNAN VALRAS,43.27309997,3.30937195,53000,228960,France,Languedoc-Roussillon,FRJ1,FR,38160
SERVIAN-BOURG,43.4202548,3.303930053,8000,34560,France,Languedoc-Roussillon,FRJ1,FR,5760
SETE,43.41914687,3.719429163,135000,583200,France,Languedoc-Roussillon,FRJ1,FR,97200
THEZAN LES BEZIERS-CHEF LIEU,43.42087938,3.152725456,4000,17280,France,Languedoc-Roussillon,FRJ1,FR,2880
VALERGUES,43.66784957,4.069725554,4000,17280,France,Languedoc-Roussillon,FRJ1,FR,2880
VIC LA GARDIOLE,43.49511771,3.799205397,6000,25920,France,Languedoc-Roussillon,FRJ1,FR,4320
VILLENEUVE LES MAGUELONE,43.54098816,3.868219147,12000,51840,France,Languedoc-Roussillon,FRJ1,FR,8640
VILLETELLE,43.71912886,4.142091165,5250,22680,France,Languedoc-Roussillon,FRJ1,FR,3780
VILLEVEYRAC,43.49190468,3.594978964,3500,15120,France,Languedoc-Roussillon,FRJ1,FR,2520
LA GRANDE MOTTE,43.56989027,4.081612518,65000,280800,France,Languedoc-Roussillon,FRJ1,FR,46800
AUBERIVES-SUR-VAREZE,45.42971358,4.81962542,4284,18506.88,France,Rhône-Alpes,FRK2,FR,3084.48
LES AVENIERES LES NAPPES,45.65112558,5.575851506,39000,168480,France,Rhône-Alpes,FRK2,FR,28080
BEAUREPAIRE/BEAUREPAIRE,45.3234091,5.028929772,12450,53784,France,Rhône-Alpes,FRK2,FR,8964
LE BOURG-D'OISANS / AQUAVALLEES,45.08949535,6.017468206,86000,371520,France,Rhône-Alpes,FRK2,FR,61920
BOURGOIN-JALLIEU 2,45.60293133,5.251477637,120000,518400,France,Rhône-Alpes,FRK2,FR,86400
CHARAVINES / TOUR DU LAC,45.39937036,5.534112289,17000,73440,France,Rhône-Alpes,FRK2,FR,12240
VOUREY / LES DEVEZ,45.30094352,5.537000616,6000,25920,France,Rhône-Alpes,FRK2,FR,4320
CHASSE SUR RHÔNE,45.56898455,4.816603842,19000,82080,France,Rhône-Alpes,FRK2,FR,13680
LACOTE-SAINT-ANDRE LES CHARPILLATES2,45.37620246,5.265705456,28100,121392,France,Rhône-Alpes,FRK2,FR,20232
SAINT-ROMAIN-DE-JALIONAS,45.76763461,5.220989912,20000,86400,France,Rhône-Alpes,FRK2,FR,14400
CHAMAGNIEU / MARSA,45.65858454,5.156750778,5600,24192,France,Rhône-Alpes,FRK2,FR,4032
GRESSE-EN-VERCORS,44.91326878,5.567463111,2500,10800,France,Rhône-Alpes,FRK2,FR,1800
GRENOBLE / AQUAPOLE,45.2537038,5.645641389,433333,1871998.56,France,Rhône-Alpes,FRK2,FR,311999.76
SILLANS,45.34166409,5.374410242,5000,21600,France,Rhône-Alpes,FRK2,FR,3600
LIVET ET GAVET - BASSE ROMANCHE,45.05760631,5.860111138,9400,40608,France,Rhône-Alpes,FRK2,FR,6768
MENS,44.81402963,5.740094192,2000,8640,France,Rhône-Alpes,FRK2,FR,1440
MONTALIEU-VERCIEU-2,45.81532736,5.415670536,8100,34992,France,Rhône-Alpes,FRK2,FR,5832
MORESTEL,45.67647999,5.490896523,4500,19440,France,Rhône-Alpes,FRK2,FR,3240
LA MURE,44.89868258,5.802649701,11350,49032,France,Rhône-Alpes,FRK2,FR,8172
PONTCHARRA,45.41744184,6.002516689,28000,120960,France,Rhône-Alpes,FRK2,FR,20160
ROMAGNIEU/LA CALABRE,45.54482077,5.674966332,12570,54302.4,France,Rhône-Alpes,FRK2,FR,9050.4
PONT DE CHÉRUY,45.78034632,5.184499115,27000,116640,France,Rhône-Alpes,FRK2,FR,19440
ROUSSILLON PÉAGE DE ROUSSILLON,45.35669166,4.785671006,98600,425952,France,Rhône-Alpes,FRK2,FR,70992
SAINT-ALBAN-DU-RHÔNE,45.41721209,4.748301666,16000,69120,France,Rhône-Alpes,FRK2,FR,11520
SAINT-GEOIRE-EN-VALDAINE,45.46727697,5.661922758,4300,18576,France,Rhône-Alpes,FRK2,FR,3096
SAINT-HILAIRE-DU-TOUVET / PRÉ LACOUR,45.30625068,5.885265479,2500,10800,France,Rhône-Alpes,FRK2,FR,1800
MONTBONNOT-SAINT-MARTIN / SIZOV 2 (INNOVALLÉE),45.21781658,5.815993954,35000,151200,France,Rhône-Alpes,FRK2,FR,25200
SAINT-JEAN-DE-BOURNAY,45.49820211,5.11615368,5333,23038.56,France,Rhône-Alpes,FRK2,FR,3839.76
DANONE ST JUST,45.58079967,4.989669663,83333,359998.56,France,Rhône-Alpes,FRK2,FR,59999.76
SAINT-LAURENT-DU-PONT / LES GRENATS,45.41465118,5.73968897,5850,25272,France,Rhône-Alpes,FRK2,FR,4212
SAINT-MARCEL-BEL-ACCUEIL,45.64106462,5.261337287,9500,41040,France,Rhône-Alpes,FRK2,FR,6840
ST-SAUVEUR AQUALLINE,45.14358165,5.331178387,34515,149104.8,France,Rhône-Alpes,FRK2,FR,24850.8
SAINT-MARTIN-D'URIAGE/LE SONNANT D'URIAGE,45.1639645,5.810629076,11700,50544,France,Rhône-Alpes,FRK2,FR,8424
LUMBIN / LA TERRASSE,45.30705439,5.930254165,6000,25920,France,Rhône-Alpes,FRK2,FR,4320
EPUR'VALLONS,45.56302223,5.406320451,39620,171158.4,France,Rhône-Alpes,FRK2,FR,28526.4
LE TOUVET,45.3442126,5.963171102,18000,77760,France,Rhône-Alpes,FRK2,FR,12960
TULLINS / FURE,45.28750021,5.527135735,28817,124489.44,France,Rhône-Alpes,FRK2,FR,20748.24
VIENNE,45.48929844,4.824958639,125000,540000,France,Rhône-Alpes,FRK2,FR,90000
VILLARD-DE-LANS / FENAT,45.0800611,5.533223834,44500,192240,France,Rhône-Alpes,FRK2,FR,32040
VILLEFONTAINE ST-QUENTIN-FALLAVIER / TRAFFEYERE,45.6588805,5.137454439,150000,648000,France,Rhône-Alpes,FRK2,FR,108000
VINAY ISÈRE,45.19331722,5.422475057,14600,63072,France,Rhône-Alpes,FRK2,FR,10512
PANISSAGE,45.49077364,5.477825563,3000,12960,France,Rhône-Alpes,FRK2,FR,2160
MOIRANS / AQUANTIS,45.30385369,5.596662898,65500,282960,France,Rhône-Alpes,FRK2,FR,47160
ARBOIS,46.91706115,5.754531123,20000,86400,France,Franche-Comté,FRC2,FR,14400
ARINTHOD,46.40023214,5.55383355,2400,10368,France,Franche-Comté,FRC2,FR,1728
BIEF-DU-FOURG,46.80976851,6.102941185,2500,10800,France,Franche-Comté,FRC2,FR,1800
NANCE,46.7371553,5.412569741,8000,34560,France,Franche-Comté,FRC2,FR,5760
CHAMPAGNOLE,46.74230821,5.895829571,22167,95761.44,France,Franche-Comté,FRC2,FR,15960.24
CHAUSSIN,46.95297507,5.40236477,2500,10800,France,Franche-Comté,FRC2,FR,1800
CLAIRVAUX-LES-LACS,46.58119492,5.748951877,6550,28296,France,Franche-Comté,FRC2,FR,4716
COURLAOUX2,46.6602314,5.461805875,7000,30240,France,Franche-Comté,FRC2,FR,5040
COUSANCE,46.52639107,5.369576217,6000,25920,France,Franche-Comté,FRC2,FR,4320
DAMPARIS,47.06872054,5.40632058,4500,19440,France,Franche-Comté,FRC2,FR,3240
RANCHOT (DAMPIERRE),47.14978975,5.730373558,4000,17280,France,Franche-Comté,FRC2,FR,2880
DOLE [CHOISEY],47.06503278,5.46713771,55000,237600,France,Franche-Comté,FRC2,FR,39600
DOMBLANS,46.77098825,5.594551422,5000,21600,France,Franche-Comté,FRC2,FR,3600
FOUCHERANS,47.07723864,5.444647968,3000,12960,France,Franche-Comté,FRC2,FR,2160
LAVANS-LÈS-SAINT-CLAUDE,46.38173087,5.796068733,4000,17280,France,Franche-Comté,FRC2,FR,2880
LAVIGNY,46.72129785,5.592438428,3750,16200,France,Franche-Comté,FRC2,FR,2700
MARIGNY JURA,46.6797185,5.778770462,4000,17280,France,Franche-Comté,FRC2,FR,2880
MOIRANS-EN-MONTAGNE2,46.43148272,5.711022558,3340,14428.8,France,Franche-Comté,FRC2,FR,2404.8
MONTIGNY-SUR-AIN,46.70621312,5.772936049,4167,18001.44,France,Franche-Comté,FRC2,FR,3000.24
MONTMOROT,46.67703493,5.512369079,44000,190080,France,Franche-Comté,FRC2,FR,31680
MOREZ,46.53233029,6.0141074,9700,41904,France,Franche-Comté,FRC2,FR,6984
ORGELET,46.51309646,5.620886938,4350,18792,France,Franche-Comté,FRC2,FR,3132
POLIGNY,46.86049953,5.66470592,9500,41040,France,Franche-Comté,FRC2,FR,6840
PORT-LESNEY,47.0116031,5.816412692,1800,7776,France,Franche-Comté,FRC2,FR,1296
PREMANON2,46.47115929,6.041114628,5100,22032,France,Franche-Comté,FRC2,FR,3672
ROUSSES,46.49646417,6.032583681,9470,40910.4,France,Franche-Comté,FRC2,FR,6818.4
SAINT-AMOUR,46.42814257,5.326695646,4200,18144,France,Rhône-Alpes,FRK2,FR,3024
SAINT CLAUDE VILLE,46.38273512,5.82406066,9800,42336,France,Franche-Comté,FRC2,FR,7056
SAINT-LAURENT-EN-GRANDVAUX,46.58106102,5.945597367,3350,14472,France,Franche-Comté,FRC2,FR,2412
SAINT LUPICIN,46.39113262,5.798477285,3500,15120,France,Franche-Comté,FRC2,FR,2520
SALINS-LES-BAINS,46.95112767,5.868164854,7000,30240,France,Franche-Comté,FRC2,FR,5040
SEPTMONTCEL,46.36762678,5.915267835,6200,26784,France,Franche-Comté,FRC2,FR,4464
TAVAUX,47.03501813,5.392288592,4500,19440,France,Franche-Comté,FRC2,FR,3240
BOURG-ARGENTAL - LE BOURG,45.29147813,4.601601642,4500,19440,France,Rhône-Alpes,FRK2,FR,3240
PELUSSIN - LA BUNACHERIE,45.42403225,4.688823968,5420,23414.4,France,Rhône-Alpes,FRK2,FR,3902.4
RIVE-DE-GIER TARTARAS,45.5432713,4.662909247,45580,196905.6,France,Rhône-Alpes,FRK2,FR,32817.6
SAINT CHAMOND,45.48350149,4.529383966,64000,276480,France,Rhône-Alpes,FRK2,FR,46080
BOURBONNE LES BAINS,47.94797913,5.757443096,5500,23760,France,Champagne-Ardenne,FRF2,FR,3960
CHALINDREY,47.80985577,5.452457942,4000,17280,France,Champagne-Ardenne,FRF2,FR,2880
AMÉLIE LES BAINS,42.48623629,2.690115909,12500,54000,France,Languedoc-Roussillon,FRJ1,FR,9000
FORMIGUERES2,42.61581589,2.111294176,15417,66601.44,France,Languedoc-Roussillon,FRJ1,FR,11100.24
ARGELÈS SUR MER,42.5453251,3.041602738,126000,544320,France,Languedoc-Roussillon,FRJ1,FR,90720
BAGES,42.61592011,2.899372811,5000,21600,France,Languedoc-Roussillon,FRJ1,FR,3600
BAHO,42.69544363,2.829430234,3200,13824,France,Languedoc-Roussillon,FRJ1,FR,2304
BAIXAS2,42.7522654,2.822150669,4000,17280,France,Languedoc-Roussillon,FRJ1,FR,2880
BANYULS DELS ASPRES,42.55572152,2.872822706,3450,14904,France,Languedoc-Roussillon,FRJ1,FR,2484
BANYULS,42.47687614,3.147503501,15000,64800,France,Languedoc-Roussillon,FRJ1,France,10800
LE BARCARES,42.80087614,3.020221203,45000,194400,France,Languedoc-Roussillon,FRJ1,FR,32400
BOLQUERE,42.4942193,2.08023557,12500,54000,France,Languedoc-Roussillon,FRJ1,FR,9000
LE BOULOU,42.52846933,2.842436418,11000,47520,France,Languedoc-Roussillon,FRJ1,FR,7920
CABESTANY,42.67138399,2.953531227,15000,64800,France,Languedoc-Roussillon,FRJ1,FR,10800
CANET EN ROUSSILLON,42.71359698,3.011521978,66000,285120,France,Languedoc-Roussillon,FRJ1,FR,47520
CERBERE,42.45739568,3.154798558,7500,32400,France,Languedoc-Roussillon,FRJ1,FR,5400
CERET2,42.49328413,2.748285443,14500,62640,France,Languedoc-Roussillon,FRJ1,FR,10440
CLAIRA NOUVELLE,42.76063655,2.971958824,4750,20520,France,Languedoc-Roussillon,FRJ1,FR,3420
CORNEILLA  LA RIVIERE-NOUVELLE,42.69363922,2.733829405,1950,8424,France,Languedoc-Roussillon,FRJ1,FR,1404
CORNEILLA DEL VERCOL2,42.62811453,2.9589591,8000,34560,France,Languedoc-Roussillon,FRJ1,FR,5760
ELNE2,42.61966106,2.982580536,15000,64800,France,Languedoc-Roussillon,FRJ1,FR,10800
ESPIRA DE L'AGLY2,42.77155206,2.845170875,5000,21600,France,Languedoc-Roussillon,FRJ1,FR,3600
ESTAGEL2,42.77551957,2.711460195,3300,14256,France,Languedoc-Roussillon,FRJ1,FR,2376
ILLE-SUR-TET,42.67549352,2.625102956,9500,41040,France,Languedoc-Roussillon,FRJ1,FR,6840
MAUREILLAS LAS ILLAS,42.4990657,2.814879376,3150,13608,France,Languedoc-Roussillon,FRJ1,FR,2268
MAURY,42.80914211,2.602453534,1350,5832,France,Languedoc-Roussillon,FRJ1,FR,972
MILLAS,42.69327417,2.704359541,6500,28080,France,Languedoc-Roussillon,FRJ1,FR,4680
NEFIACH2,42.69716739,2.667613641,2200,9504,France,Languedoc-Roussillon,FRJ1,FR,1584
FONT ROMEU   ODEILLO-VIA,42.48864164,2.03500474,15000,64800,France,Languedoc-Roussillon,FRJ1,FR,10800
